ID,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,Column1,quality
2996,5.9,0.2,0.4,1.3,0.047,23,92,0.99232,3.2,0.45,10,0,6
2997,5.9,0.22,0.38,1.3,0.046,24,90,0.99232,3.2,0.47,10,0,6
2998,8,0.22,0.31,5.6,0.049,24,97,0.993,3.1,0.42,10.9,0,5
2999,5.8,0.2,0.34,1,0.035,40,86,0.98993,3.5,0.42,11.7,0,5
3000,6.6,0.31,0.07,1.5,0.033,55,144,0.99208,3.16,0.42,10,0,5
3001,7.7,0.43,0.37,10,0.169,22,210,0.99776,3.02,0.64,9.5,0,5
3002,6.7,0.24,0.29,14.9,0.053,55,136,0.99839,3.03,0.52,9,0,5
3003,7.3,0.23,0.34,9.3,0.052,19,86,0.99574,3.04,0.56,10,0,5
3004,7.9,0.2,0.39,1,0.041,37,154,0.99093,3.08,0.43,11.9,0,5
3005,5.3,0.16,0.39,1,0.028,40,101,0.99156,3.57,0.59,10.6,0,6
3006,6.4,0.21,0.28,5.9,0.047,29,101,0.99278,3.15,0.4,11,0,6
3007,6.6,0.21,0.36,0.8,0.034,48,113,0.99165,3.24,0.68,10.5,0,6
3008,7.3,0.21,0.33,1,0.037,66,144,0.9923,3.11,0.52,10.2,0,6
3009,6.4,0.21,0.28,5.9,0.047,29,101,0.99278,3.15,0.4,11,0,6
3010,5.1,0.11,0.32,1.6,0.028,12,90,0.99008,3.57,0.52,12.2,0,6
3011,6.5,0.15,0.32,1.3,0.036,19,76,0.98964,3.18,0.41,12.3,0,6
3012,5.3,0.16,0.39,1,0.028,40,101,0.99156,3.57,0.59,10.6,0,6
3013,5.6,0.19,0.46,1.1,0.032,33,115,0.9909,3.36,0.5,10.4,0,6
3014,6.2,0.23,0.23,1.2,0.018,18,128,0.99178,3.05,0.28,10.6,0,5
3015,6,0.17,0.29,5,0.028,25,108,0.99076,3.14,0.34,12.3,0,6
3016,6.7,0.15,0.38,1.7,0.037,20,84,0.99046,3.09,0.53,11.4,0,6
3017,6.7,0.15,0.38,1.7,0.037,20,84,0.99046,3.09,0.53,11.4,0,6
3018,6.4,0.22,0.31,13.9,0.04,57,135,0.99672,3.21,0.38,10.7,0,5
3019,6.5,0.15,0.55,5.9,0.045,75,162,0.99482,2.97,0.4,9.3,0,5
3020,5.9,0.32,0.33,2.1,0.027,35,138,0.98945,3.37,0.42,12.7,0,6
3021,5.7,0.37,0.3,1.1,0.029,24,88,0.98883,3.18,0.39,11.7,0,6
3022,7.9,0.25,0.35,6.7,0.039,22,64,0.99362,2.93,0.49,10.7,0,5
3023,7,0.24,0.3,6.7,0.039,37,125,0.99436,3.2,0.39,9.9,0,5
3024,6.9,0.4,0.3,10.6,0.033,24,87,0.99265,3.15,0.45,12.8,0,6
3025,6.6,0.41,0.31,1.6,0.042,18,101,0.99195,3.13,0.41,10.5,0,5
3026,6.4,0.2,0.28,2.5,0.032,24,84,0.99168,3.31,0.55,11.5,0,5
3027,8.5,0.22,0.34,0.7,0.04,5,25,0.9918,3.04,0.37,10.5,0,4
3028,8.4,0.36,0.36,11.1,0.032,21,132,0.99313,2.95,0.39,13,0,6
3029,6.9,0.2,0.3,4.7,0.041,40,148,0.9932,3.16,0.35,10.2,0,6
3030,6.7,0.42,0.46,9.7,0.054,67,234,0.99848,3.23,0.5,9,0,5
3031,6.4,0.44,0.26,2,0.054,20,180,0.9952,3.58,0.57,10,0,5
3032,7,0.31,0.39,7.5,0.055,42,218,0.99652,3.37,0.54,10.3,0,5
3033,6.7,0.42,0.46,9.7,0.054,67,234,0.99848,3.23,0.5,9,0,5
3034,8.6,0.18,0.28,0.8,0.032,25,78,0.99104,2.99,0.38,11.1,0,5
3035,6.2,0.21,0.26,13.1,0.05,59,150,0.99772,3.31,0.46,9,0,5
3036,6.1,0.16,0.37,1.1,0.031,37,97,0.9922,3.4,0.58,10.5,0,6
3037,6.2,0.36,0.14,8.9,0.036,38,155,0.99622,3.27,0.5,9.4,0,5
3038,5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4,0,6
3039,7.6,0.31,0.26,1.7,0.073,40,157,0.9938,3.1,0.46,9.8,0,5
3040,6.6,0.26,0.46,6.9,0.047,59,183,0.99594,3.2,0.45,9.3,0,5
3041,5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4,0,6
3042,6.2,0.2,0.31,1,0.031,22,73,0.99035,3.24,0.52,11.3,0,6
3043,6.2,0.18,0.3,1,0.031,23,73,0.99032,3.23,0.52,11.3,0,6
3044,6.1,0.37,0.2,7.6,0.031,49,170,0.99558,3.22,0.48,9.5,0,5
3045,6.2,0.36,0.14,8.9,0.036,38,155,0.99622,3.27,0.5,9.4,0,5
3046,7.7,0.18,0.3,1.2,0.046,49,199,0.99413,3.03,0.38,9.3,0,5
3047,6.9,0.14,0.38,1,0.041,22,81,0.99043,3.03,0.54,11.4,0,6
3048,6.9,0.14,0.38,1,0.041,22,81,0.99043,3.03,0.54,11.4,0,6
3049,6,0.44,0.26,3.1,0.053,57,128,0.98982,3.22,0.39,12.7,0,6
3050,5.7,0.28,0.28,2.2,0.019,15,65,0.9902,3.06,0.52,11.2,0,6
3051,6.4,0.16,0.32,8.75,0.038,38,118,0.99449,3.19,0.41,10.7,0,5
3052,7.4,0.28,0.4,11.9,0.032,13,92,0.99629,3.01,0.46,10.8,0,4
3053,6.7,0.39,0.31,2.7,0.054,27,202,0.9948,3.46,0.57,10.5,0,6
3054,6.9,0.22,0.31,6.3,0.029,41,131,0.99326,3.08,0.49,10.8,0,6
3055,6.6,0.22,0.29,14.4,0.046,39,118,0.99834,3.05,0.5,9.1,0,6
3056,7.7,0.25,0.3,7.8,0.038,67,196,0.99555,3.1,0.5,10.1,0,5
3057,6.6,0.22,0.29,14.4,0.046,39,118,0.99834,3.05,0.5,9.1,0,6
3058,6.4,0.25,0.32,11.3,0.038,69,192,0.99573,3.14,0.5,10.2,0,6
3059,6.9,0.22,0.31,6.3,0.029,41,131,0.99326,3.08,0.49,10.8,0,6
3060,5.3,0.21,0.29,0.7,0.028,11,66,0.99215,3.3,0.4,9.8,0,5
3061,7.1,0.27,0.28,1.25,0.023,3,89,0.98993,2.95,0.3,11.4,0,4
3062,5.2,0.17,0.27,0.7,0.03,11,68,0.99218,3.3,0.41,9.8,0,5
3063,7.7,0.25,0.3,7.8,0.038,67,196,0.99555,3.1,0.5,10.1,0,5
3064,7.1,0.29,0.34,7.8,0.036,49,128,0.99397,3.21,0.4,10.7,0,6
3065,7.2,0.3,0.3,8.7,0.022,14,111,0.99576,3.11,0.61,10.6,0,5
3066,6.8,0.26,0.46,8.3,0.037,49,173,0.99601,3.17,0.47,9.3,0,5
3067,7.1,0.29,0.34,7.8,0.036,49,128,0.99397,3.21,0.4,10.7,0,6
3068,5.1,0.29,0.28,8.3,0.026,27,107,0.99308,3.36,0.37,11,0,6
3069,5.1,0.29,0.28,8.3,0.026,27,107,0.99308,3.36,0.37,11,0,6
3070,6.8,0.26,0.48,6.2,0.049,55,182,0.99582,3.21,0.45,9.4,0,6
3071,6,0.28,0.52,5,0.078,30,139,0.99494,3.1,0.36,9,0,6
3072,6,0.28,0.25,1.8,0.042,8,108,0.9929,3.08,0.55,9,0,5
3073,7.2,0.2,0.22,1.6,0.044,17,101,0.99471,3.37,0.53,10,0,5
3074,6.1,0.27,0.25,1.8,0.041,9,109,0.9929,3.08,0.54,9,0,5
3075,6,0.28,0.25,1.8,0.042,8,108,0.9929,3.08,0.55,9,0,5
3076,7.4,0.35,0.24,6,0.042,28,123,0.99304,3.14,0.44,11.3,0,5
3077,8.1,0.12,0.38,0.9,0.034,36,86,0.99026,2.8,0.55,12,0,6
3078,6.4,0.12,0.3,1.1,0.031,37,94,0.98986,3.01,0.56,11.7,0,6
3079,7.2,0.2,0.22,1.6,0.044,17,101,0.99471,3.37,0.53,10,0,5
3080,6.9,0.23,0.41,8,0.03,30,114,0.99368,3.22,0.54,11,0,6
3081,6.9,0.38,0.38,13.1,0.112,14,94,0.99792,3.02,0.48,9.2,0,5
3082,5.8,0.19,0.24,1.3,0.044,38,128,0.99362,3.77,0.6,10.6,0,5
3083,6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,0,6
3084,6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,0,6
3085,8.4,0.31,0.31,0.95,0.021,52,148,0.99038,2.93,0.32,11.5,0,5
3086,6.7,0.2,0.3,1.4,0.025,17,76,0.99104,3.11,0.44,11,0,6
3087,8.4,0.31,0.31,0.95,0.021,52,148,0.99038,2.93,0.32,11.5,0,5
3088,7.3,0.26,0.24,1.7,0.05,10,112,0.99286,3.11,0.43,9.9,0,5
3089,6.3,0.22,0.22,5.6,0.039,31,128,0.99296,3.12,0.46,10.4,0,6
3090,6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,0,6
3091,7.5,0.19,0.4,7.1,0.056,50,110,0.9954,3.06,0.52,9.9,0,6
3092,8,0.14,0.33,1.2,0.045,71,162,0.9914,3.07,0.47,11,0,6
3093,6.8,0.32,0.39,9.6,0.026,34,124,0.99286,3.18,0.35,12.1,0,6
3094,6.6,0.23,0.2,11.4,0.044,45,131,0.99604,2.96,0.51,9.7,0,6
3095,6.6,0.23,0.2,11.4,0.044,45,131,0.99604,2.96,0.51,9.7,0,6
3096,7,0.2,0.31,8,0.05,29,213,0.99596,3.28,0.57,10.4,0,6
3097,6,0.26,0.32,3.8,0.029,48,180,0.99011,3.15,0.34,12,0,6
3098,6.9,0.3,0.3,10.55,0.037,4,28,0.99184,3.07,0.32,12.7,0,6
3099,6.2,0.16,0.32,1.1,0.036,74,184,0.99096,3.22,0.41,11,0,6
3100,6.6,0.28,0.34,0.8,0.037,42,119,0.9888,3.03,0.37,12.5,0,6
3101,6.9,0.25,0.33,1.2,0.035,35,158,0.99082,3.02,0.58,11.3,0,6
3102,6.3,0.18,0.36,1.2,0.034,26,111,0.99074,3.16,0.51,11,0,6
3103,6.9,0.3,0.36,0.9,0.037,40,156,0.98968,3.08,0.36,12.1,0,6
3104,6.2,0.16,0.32,1.1,0.036,74,184,0.99096,3.22,0.41,11,0,6
3105,6.5,0.2,0.5,18.1,0.054,50,221,0.99941,2.94,0.64,8.8,0,6
3106,6.7,0.25,0.31,1.35,0.061,30.5,218,0.99388,3.16,0.53,9.5,0,5
3107,6.6,0.22,0.36,5.5,0.029,30,105,0.99206,3.2,0.47,11.8,0,6
3108,6.8,0.25,0.37,3.1,0.026,29,93,0.99035,3.14,0.45,12.2,0,6
3109,7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,0,6
3110,7,0.45,0.34,19.8,0.04,12,67,0.9976,3.07,0.38,11,0,6
3111,7.2,0.32,0.3,8.25,0.02,14,104,0.99362,2.99,0.44,11.4,0,6
3112,7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,0,6
3113,5.9,0.34,0.3,3.8,0.035,57,135,0.99016,3.09,0.34,12,0,6
3114,7.2,0.32,0.3,8.25,0.02,14,104,0.99362,2.99,0.44,11.4,0,6
3115,8.4,0.32,0.35,11.7,0.029,3,46,0.99439,3.02,0.34,11.8,0,6
3116,6.8,0.27,0.29,4.6,0.046,6,88,0.99458,3.34,0.48,10.6,0,4
3117,8,0.74,0.21,4,0.05,24,133,0.99418,3.06,0.38,9.7,0,5
3118,7,0.45,0.34,19.8,0.04,12,67,0.9976,3.07,0.38,11,0,6
3119,7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,0,6
3120,8.4,0.22,0.3,8.9,0.024,17,118,0.99456,2.99,0.34,10.5,0,6
3121,7.4,0.32,0.22,11.7,0.035,44,150,0.99578,3.1,0.45,10.4,0,5
3122,7.5,0.18,0.37,6.2,0.05,21,138,0.99546,3.2,0.55,10.5,0,6
3123,5.8,0.19,0.25,10.8,0.042,33,124,0.99646,3.22,0.41,9.2,0,6
3124,6.7,0.14,0.46,1.6,0.036,15,92,0.99264,3.37,0.49,10.9,0,5
3125,6.8,0.24,0.38,8.3,0.045,50,185,0.99578,3.15,0.5,9.5,0,6
3126,6.9,0.25,0.47,8.4,0.042,36,156,0.99604,3.15,0.55,9.4,0,6
3127,6.8,0.29,0.34,3.5,0.054,26,189,0.99489,3.42,0.58,10.4,0,5
3128,6.3,0.33,0.42,17.2,0.037,57,170,0.99884,3.26,0.57,9.4,0,6
3129,6.5,0.23,0.45,2.1,0.027,43,104,0.99054,3.02,0.52,11.3,0,6
3130,6.3,0.27,0.29,12.2,0.044,59,196,0.99782,3.14,0.4,8.8,0,6
3131,6.3,0.2,0.37,11.8,0.045,58,130,0.99519,3.2,0.35,10.8,0,5
3132,6.2,0.33,0.41,16.8,0.037,58,173,0.99882,3.25,0.57,9.4,0,6
3133,6.3,0.33,0.42,17.2,0.037,57,170,0.99884,3.26,0.57,9.4,0,6
3134,7.2,0.21,1,1.1,0.154,46,114,0.9931,2.95,0.43,9.2,0,6
3135,6,0.27,0.3,14.7,0.044,15,144,0.99666,3.12,0.53,10.3,0,6
3136,5.7,0.12,0.26,5.5,0.034,21,99,0.99324,3.09,0.57,9.9,0,6
3137,6.9,0.24,0.37,6.1,0.027,38,112,0.99086,3.19,0.34,12.4,0,6
3138,7.7,0.18,0.53,1.2,0.041,42,167,0.9908,3.11,0.44,11.9,0,5
3139,7.1,0.17,0.43,1.3,0.023,33,132,0.99067,3.11,0.56,11.7,0,6
3140,7.5,0.33,0.38,8.7,0.126,49,199,0.99711,2.98,0.57,9.4,0,5
3141,6.2,0.255,0.24,1.7,0.039,138.5,272,0.99452,3.53,0.53,9.6,0,4
3142,7.5,0.33,0.38,8.7,0.126,49,199,0.99711,2.98,0.57,9.4,0,5
3143,7.6,0.17,0.36,4.5,0.042,26,102,0.99427,3.09,0.47,9.5,0,5
3144,5.8,0.15,0.31,5.9,0.036,7,73,0.99152,3.2,0.43,11.9,0,6
3145,6.3,0.25,0.44,1.7,0.024,36,116,0.98935,3.18,0.4,12.5,0,6
3146,6.9,0.28,0.41,1.4,0.016,6,55,0.98876,3.16,0.4,13.4,0,5
3147,7.2,0.27,0.37,5.4,0.026,27,114,0.99174,3.13,0.84,12.7,0,5
3148,6.2,0.25,0.38,7.9,0.045,54,208,0.99572,3.17,0.46,9.1,0,5
3149,8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5,0,6
3150,6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,0,5
3151,6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,0,5
3152,6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,0,5
3153,7.4,0.21,0.8,12.3,0.038,77,183,0.99778,2.95,0.48,9,0,5
3154,7,0.15,0.38,15.3,0.045,54,120,0.9975,3.18,0.42,9.8,0,6
3155,7.4,0.21,0.8,12.3,0.038,77,183,0.99778,2.95,0.48,9,0,5
3156,7.3,0.28,0.42,1.2,0.033,29,142,0.99205,3.17,0.43,10.7,0,4
3157,6.1,0.18,0.38,2.3,0.033,28,111,0.98962,3.16,0.49,12.4,0,6
3158,7.5,0.25,0.47,4.1,0.041,95,163,0.99184,2.92,0.59,11.3,0,6
3159,6.7,0.24,0.41,2.9,0.039,48,122,0.99052,3.25,0.43,12,0,5
3160,6.6,0.25,0.33,8.5,0.042,29,141,0.99546,3.28,0.6,10.4,0,5
3161,6.3,0.28,0.3,3.1,0.039,24,115,0.9942,3.05,0.43,8.6,0,5
3162,6.2,0.25,0.38,7.9,0.045,54,208,0.99572,3.17,0.46,9.1,0,5
3163,7.1,0.28,0.35,3.5,0.028,35,91,0.99022,2.96,0.33,12.1,0,5
3164,6.6,0.35,0.34,4.9,0.032,9,125,0.99253,3.32,0.81,12,0,5
3165,8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5,0,6
3166,6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,0,5
3167,6,0.35,0.51,1.2,0.029,10,102,0.9903,3.46,0.42,11.9,0,6
3168,6.6,0.17,0.35,2.6,0.03,33,78,0.99146,3.22,0.72,11.3,0,6
3169,8.5,0.23,0.4,9.9,0.036,24,88,0.9951,3.02,0.42,10.5,0,6
3170,6.1,0.2,0.34,9.5,0.041,38,201,0.995,3.14,0.44,10.1,0,3
3171,6.3,0.37,0.37,1.5,0.024,12,76,0.98876,2.94,0.39,12.3,0,6
3172,6.6,0.17,0.35,2.6,0.03,33,78,0.99146,3.22,0.72,11.3,0,6
3173,6.3,0.28,0.47,11.2,0.04,61,183,0.99592,3.12,0.51,9.5,0,6
3174,7.6,0.27,0.52,3.2,0.043,28,152,0.99129,3.02,0.53,11.4,0,6
3175,9.7,0.24,0.49,4.9,0.032,3,18,0.99368,2.85,0.54,10,0,6
3176,9.7,0.24,0.49,4.9,0.032,3,18,0.99368,2.85,0.54,10,0,6
3177,6.6,0.78,0.5,1.5,0.045,30,133,0.99104,3.25,0.48,11.7,0,5
3178,7,0.26,0.34,10.9,0.038,25,84,0.99432,3.11,0.34,10.9,0,6
3179,6.5,0.29,0.26,7,0.04,18,113,0.99366,3.17,0.38,10.2,0,6
3180,7.6,0.21,0.49,2.5,0.047,20,130,0.99178,3.15,0.48,11.1,0,5
3181,7.7,0.26,0.51,2.6,0.045,26,159,0.99126,3,0.5,11.2,0,6
3182,7.6,0.27,0.52,3.2,0.043,28,152,0.99129,3.02,0.53,11.4,0,6
3183,7.7,0.25,0.49,2.5,0.047,31,169,0.99252,3.07,0.57,10.6,0,6
3184,7.6,0.35,0.46,14.7,0.047,33,151,0.99709,3.03,0.53,10.3,0,5
3185,6.9,0.3,0.36,4.5,0.054,31,203,0.99513,3.4,0.57,10.4,0,4
3186,6.7,0.24,0.46,2.2,0.033,19,111,0.99045,3.1,0.62,11.9,0,6
3187,7.6,0.23,0.34,1.6,0.043,24,129,0.99305,3.12,0.7,10.4,0,5
3188,6.5,0.24,0.39,17.3,0.052,22,126,0.99888,3.11,0.47,9.2,0,6
3189,6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3,0,6
3190,6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3,0,6
3191,5.9,0.19,0.37,0.8,0.027,3,21,0.9897,3.09,0.31,10.8,0,5
3192,6.2,0.25,0.42,8,0.049,53,206,0.99586,3.16,0.47,9.1,0,6
3193,7.6,0.23,0.34,1.6,0.043,24,129,0.99305,3.12,0.7,10.4,0,5
3194,5.6,0.18,0.27,1.7,0.03,31,103,0.98892,3.35,0.37,12.9,0,6
3195,5.5,0.18,0.22,5.5,0.037,10,86,0.99156,3.46,0.44,12.2,0,5
3196,6.5,0.24,0.39,17.3,0.052,22,126,0.99888,3.11,0.47,9.2,0,6
3197,7.4,0.23,0.38,8.6,0.052,41,150,0.99534,3.06,0.46,10.3,0,5
3198,7.6,0.3,0.38,2.1,0.043,10,98,0.99296,3.17,0.65,11,0,5
3199,5,0.24,0.21,2.2,0.039,31,100,0.99098,3.69,0.62,11.7,0,6
3200,6.1,0.21,0.38,1.5,0.039,37,122,0.98972,3.2,0.43,12,0,6
3201,6.5,0.33,0.38,2.5,0.047,30,148,0.98964,3.17,0.43,12.7,0,6
3202,6.3,0.35,0.26,17.6,0.061,59,198,0.99918,3.11,0.49,8.8,0,5
3203,6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3,0,6
3204,6.6,0.25,0.35,2.9,0.034,38,121,0.99008,3.19,0.4,12.8,0,6
3205,6.5,0.16,0.33,4.8,0.043,45,114,0.992,3.18,0.44,11.2,0,6
3206,6.6,0.39,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9,0,6
3207,5.6,0.19,0.27,0.9,0.04,52,103,0.99026,3.5,0.39,11.2,0,5
3208,6.2,0.25,0.39,1.3,0.051,42,135,0.9906,3.23,0.4,11.1,0,6
3209,6.9,0.22,0.43,6.4,0.042,34,115,0.99293,3.05,0.51,10.8,0,6
3210,6.2,0.19,0.29,4.3,0.045,33,126,0.99658,3.18,0.42,9.3,0,6
3211,6.6,0.39,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9,0,6
3212,7.8,0.17,0.5,1.3,0.045,35,140,0.9904,3.16,0.4,12,0,6
3213,5.5,0.19,0.27,0.9,0.04,52,103,0.99026,3.5,0.39,11.2,0,5
3214,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,0,6
3215,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,0,6
3216,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,0,6
3217,7.2,0.32,0.4,8.7,0.038,45,154,0.99568,3.2,0.47,10.4,0,6
3218,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,0,6
3219,7.2,0.32,0.4,8.7,0.038,45,154,0.99568,3.2,0.47,10.4,0,6
3220,5.8,0.39,0.47,7.5,0.027,12,88,0.9907,3.38,0.45,14,0,6
3221,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,0,6
3222,7.6,0.25,1.23,4.6,0.035,51,294,0.99018,3.03,0.43,13.1,0,6
3223,5.8,0.29,0.33,3.7,0.029,30,88,0.98994,3.25,0.42,12.3,0,6
3224,7.2,0.4,0.38,2.2,0.03,40,109,0.99075,3.27,0.46,12.6,0,6
3225,6.1,0.17,0.42,15.1,0.033,28,124,0.99684,2.87,0.47,9.5,0,5
3226,6.9,0.19,0.32,7.9,0.042,30,130,0.99456,3.4,0.39,10.5,0,6
3227,6.5,0.34,0.46,1,0.023,6,80,0.98865,3.15,0.54,12.9,0,6
3228,6.1,0.17,0.42,15.1,0.033,28,124,0.99684,2.87,0.47,9.5,0,5
3229,7.8,0.3,0.36,4.6,0.024,20,198,0.99222,3.06,0.66,11.9,0,6
3230,6.1,0.68,0.52,1.4,0.037,32,123,0.99022,3.24,0.45,12,0,6
3231,5.2,0.34,0.37,6.2,0.031,42,133,0.99076,3.25,0.41,12.5,0,6
3232,6.2,0.19,0.38,5.1,0.019,22,82,0.98961,3.05,0.36,12.5,0,6
3233,5.7,0.16,0.26,6.3,0.043,28,113,0.9936,3.06,0.58,9.9,0,6
3234,7.6,0.17,0.46,0.9,0.036,63,147,0.99126,3.02,0.41,10.7,0,6
3235,7.3,0.2,0.39,2.3,0.048,24,87,0.99044,2.94,0.35,12,0,6
3236,7.8,0.21,0.34,11.9,0.039,55,140,0.9959,3.02,0.31,10.3,0,6
3237,7.3,0.2,0.39,2.3,0.048,24,87,0.99044,2.94,0.35,12,0,6
3238,5.6,0.41,0.22,7.1,0.05,44,154,0.9931,3.3,0.4,10.5,0,5
3239,7.6,0.15,0.35,4.3,0.051,23,98,0.99422,3.1,0.44,9.5,0,6
3240,8.5,0.2,0.4,1.1,0.046,31,106,0.99194,3,0.35,10.5,0,4
3241,6.5,0.24,0.38,1,0.027,31,90,0.98926,3.24,0.36,12.3,0,6
3242,8.3,0.16,0.37,7.9,0.025,38,107,0.99306,2.93,0.37,11.9,0,6
3243,5.5,0.12,0.33,1,0.038,23,131,0.99164,3.25,0.45,9.8,0,5
3244,6.5,0.24,0.38,1,0.027,31,90,0.98926,3.24,0.36,12.3,0,6
3245,6.5,0.21,0.4,7.3,0.041,49,115,0.99268,3.21,0.43,11,0,6
3246,8.7,0.3,0.59,1.7,0.046,10,70,0.99373,3.06,0.56,10.8,0,4
3247,6.6,0.19,0.33,1.8,0.035,42,148,0.99196,3.15,0.36,10.2,0,5
3248,7.6,0.24,0.44,3.8,0.037,49,146,0.9911,3.06,0.37,11.6,0,6
3249,8.3,0.16,0.37,7.9,0.025,38,107,0.99306,2.93,0.37,11.9,0,6
3250,5.5,0.12,0.33,1,0.038,23,131,0.99164,3.25,0.45,9.8,0,5
3251,5.7,0.16,0.32,1.2,0.036,7,89,0.99111,3.26,0.48,11,0,5
3252,7,0.21,0.42,5.3,0.037,36,123,0.99321,3.14,0.52,10.9,0,6
3253,7.9,0.34,0.44,6.5,0.027,47,126,0.99124,2.96,0.37,12.5,0,6
3254,7.9,0.34,0.44,6.5,0.027,47,126,0.99124,2.96,0.37,12.5,0,6
3255,6.8,0.28,0.34,7.5,0.035,34,177,0.99692,3.33,0.43,9.1,0,5
3256,6.8,0.21,0.42,1.2,0.045,24,126,0.99234,3.09,0.87,10.9,0,6
3257,6.8,0.25,0.24,1.6,0.045,39,164,0.99402,3.53,0.58,10.8,0,5
3258,6.4,0.21,0.34,16.05,0.04,56,142,0.99678,3.11,0.38,10.6,0,5
3259,5.8,0.33,0.23,5,0.053,29,106,0.99458,3.13,0.52,9,0,5
3260,8.2,0.3,0.44,12.4,0.043,52,154,0.99452,3.04,0.33,12,0,6
3261,6.4,0.24,0.32,0.95,0.041,23,131,0.99033,3.25,0.35,11.8,0,5
3262,7.5,0.18,0.45,4.6,0.041,67,158,0.9927,3.01,0.38,10.6,0,6
3263,5.2,0.335,0.2,1.7,0.033,17,74,0.99002,3.34,0.48,12.3,0,6
3264,7.1,0.14,0.33,1,0.104,20,54,0.99057,3.19,0.64,11.5,0,6
3265,7.2,0.13,0.46,1.3,0.044,48,111,0.99127,2.97,0.45,11.1,0,5
3266,5.8,0.33,0.23,5,0.053,29,106,0.99458,3.13,0.52,9,0,5
3267,6.5,0.29,0.25,2.5,0.142,8,111,0.9927,3,0.44,9.9,0,4
3268,9,0.38,0.53,2.1,0.102,19,76,0.99001,2.93,0.57,12.9,0,5
3269,6.6,0.24,0.38,12.75,0.034,8,74,0.99386,3.1,0.57,12.9,0,6
3270,6.6,0.16,0.34,1.1,0.037,41,115,0.9899,3.01,0.68,12,0,6
3271,8.2,0.3,0.44,12.4,0.043,52,154,0.99452,3.04,0.33,12,0,6
3272,5.7,0.15,0.28,3.7,0.045,57,151,0.9913,3.22,0.27,11.2,0,6
3273,5.7,0.2,0.3,2.5,0.046,38,125,0.99276,3.34,0.5,9.9,0,6
3274,6.8,0.27,0.37,8.2,0.055,52,192,0.99586,3.11,0.52,9.5,0,6
3275,6.8,0.27,0.42,7.3,0.054,58,200,0.99556,3.12,0.49,9.4,0,6
3276,6.7,0.13,0.57,6.6,0.056,60,150,0.99548,2.96,0.43,9.4,0,6
3277,6.8,0.21,0.37,7,0.038,27,107,0.99206,2.98,0.82,11.5,0,6
3278,6.7,0.31,0.32,14.5,0.038,6,79,0.99412,3.14,0.34,12.5,0,5
3279,6.2,0.2,0.29,11.8,0.035,21,93,0.99364,3.18,0.34,11.9,0,6
3280,6.6,0.25,0.34,3,0.054,22,141,0.99338,3.26,0.47,10.4,0,6
3281,5.7,0.15,0.28,3.7,0.045,57,151,0.9913,3.22,0.27,11.2,0,6
3282,6.9,0.22,0.39,6,0.035,44,141,0.99123,3.11,0.33,12.5,0,6
3283,7.6,0.27,0.29,2.5,0.059,37,115,0.99328,3.09,0.37,9.8,0,5
3284,6.4,0.16,0.42,1,0.036,29,113,0.9908,3.18,0.52,11,0,6
3285,7,0.29,0.35,1.4,0.036,42,109,0.99119,3.31,0.62,11.6,0,6
3286,7.6,0.27,0.29,2.5,0.059,37,115,0.99328,3.09,0.37,9.8,0,5
3287,6.8,0.22,0.41,6.7,0.034,39,116,0.99245,3.18,0.46,11.5,0,6
3288,7.7,0.27,0.49,3.8,0.037,46,139,0.99116,3.04,0.38,11.6,0,6
3289,6.7,0.13,0.45,4.2,0.043,52,131,0.99162,3.06,0.54,11.3,0,6
3290,6.7,0.24,0.37,11.3,0.043,64,173,0.99632,3.08,0.53,9.9,0,6
